,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
103149, 84 JALAN CHENGAM SEMBAWANG HILLS ESTATE SINGAPORE 578367 ,84,SEMBAWANG HILLS ESTATE,1.374693,103.832471,578367,JALAN CHENGAM,27905.67767,39632.09859
7502, 9 CHWEE CHIAN VIEW CHWEE CHIAN VIEW SINGAPORE 119694 ,9,CHWEE CHIAN VIEW,1.279376,103.788434,119694,CHWEE CHIAN VIEW,23004.67891,29092.44675
708, 62A BOAT QUAY BOAT QUAY CONSERVATION AREA SINGAPORE 049850 ,62A,BOAT QUAY CONSERVATION AREA,1.28755,103.849223,49850,BOAT QUAY,29770.01969,29996.30719
16100, 74C HORNE ROAD SINGAPORE 209076 ,74C,NIL,1.310632,103.860838,209076,HORNE ROAD,31062.63419,32548.53109
134997, 7 MUGLISTON GARDENS GERALD MUGLISTON ESTATE SINGAPORE 798614 ,7,GERALD MUGLISTON ESTATE,1.384835,103.877841,798614,MUGLISTON GARDENS,32954.7561,40753.57137
7196, 3 KENT RIDGE ROAD NATIONAL UNIVERSITY OF SINGAPORE SINGAPORE 119212 ,3,NATIONAL UNIVERSITY OF SINGAPORE,1.294167,103.780126,119212,KENT RIDGE ROAD,22080.11992,30727.94111
13654, 247 BEACH ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 189756 ,247,KAMPONG GLAM CONSERVATION AREA,1.300306,103.859603,189756,BEACH ROAD,30925.26197,31406.78806
84434, 20 JALAN MASTULI CHARLTON PARK SINGAPORE 537749 ,20,CHARLTON PARK,1.354646,103.885469,537749,JALAN MASTULI,33803.75016,37415.49587
129916, 7 MILTONIA CLOSE SKIES MILTONIA SINGAPORE 768051 ,7,SKIES MILTONIA,1.418054,103.84773,768051,MILTONIA CLOSE,29603.82967,44426.76871
84971, 8 HOW SUN WALK BARTLEY VILLAS SINGAPORE 538430 ,8,BARTLEY VILLAS,1.344543,103.878361,538430,HOW SUN WALK,33012.75706,36298.31843
64842, 89 FRANKEL AVENUE FRANKEL ESTATE SINGAPORE 458217 ,89,FRANKEL ESTATE,1.315035,103.919261,458217,FRANKEL AVENUE,37564.52934,33035.5435
69626, 1 JALAN LIMAU NIPIS BEDOKVILLE SINGAPORE 468254 ,1,BEDOKVILLE,1.324412,103.946577,468254,JALAN LIMAU NIPIS,40604.50736,34072.5321
102296, 43 JALAN MENARONG SEMBAWANG HILLS ESTATE SINGAPORE 577450 ,43,SEMBAWANG HILLS ESTATE,1.371251,103.831002,577450,JALAN MENARONG,27742.19914,39251.51193
61361, 57 BRANKSOME ROAD SINGAPORE 439589 ,57,NIL,1.303425,103.892134,439589,BRANKSOME ROAD,34545.66623,31751.76241
107147, 4 SHAMAH TERRACE SINGAPORE 597556 ,4,NIL,1.346148,103.764409,597556,SHAMAH TERRACE,20331.06066,36475.80201
25037, 21 NAMLY RISE SHAMROCK PARK SINGAPORE 267128 ,21,SHAMROCK PARK,1.326265,103.794681,267128,NAMLY RISE,23699.99055,34277.1581
86861, 64 ANCHORVALE CRESCENT TREASURE CREST SINGAPORE 544616 ,64,TREASURE CREST,1.398488,103.892074,544616,ANCHORVALE CRESCENT,34538.64993,42263.34167
132871, 18 SPRINGLEAF VIEW SPRINGLEAF GARDEN SINGAPORE 787923 ,18,SPRINGLEAF GARDEN,1.3974,103.82087,787923,SPRINGLEAF VIEW,26614.60872,42142.93641
48294, 37B EUNOS ROAD 2 EUNOS COURT SINGAPORE 402037 ,37B,EUNOS COURT,1.321329,103.901059,402037,EUNOS ROAD 2,35538.82628,33731.46111
45335, 20E LORONG 15 GEYLANG SINGAPORE 388611 ,20E,NIL,1.313518,103.878302,388611,LORONG 15 GEYLANG,33006.23849,32867.7312
133340, 45 MUNSHI ABDULLAH AVENUE TEACHER'S HOUSING ESTATE SINGAPORE 788643 ,45,TEACHER'S HOUSING ESTATE,1.381433,103.830674,788643,MUNSHI ABDULLAH AVENUE,27705.67116,40377.34333
138701, 28 NERAM ROAD SELETAR HILLS ESTATE SINGAPORE 807739 ,28,SELETAR HILLS ESTATE,1.386634,103.867543,807739,NERAM ROAD,31808.69098,40952.5135
120464, 12 JALAN SIAP FUYONG ESTATE SINGAPORE 678552 ,12,FUYONG ESTATE,1.359641,103.768582,678552,JALAN SIAP,20795.52272,37967.76296
59378, 214A TANJONG KATONG ROAD SINGAPORE 437007 ,214A,NIL,1.307305,103.89524,437007,TANJONG KATONG ROAD,34891.2204,32180.71749
88451, 35 RICHARDS PLACE SINGAPORE 546356 ,35,NIL,1.361829,103.88024,546356,RICHARDS PLACE,33221.77411,38209.69356
64877, 127 FRANKEL AVENUE FRANKEL ESTATE SINGAPORE 458236 ,127,FRANKEL ESTATE,1.313393,103.919934,458236,FRANKEL AVENUE,37639.49191,32854.05331
104353, 7A BRIGHT HILL CRESCENT SINGAPORE 579692 ,7A,NIL,1.355873,103.832814,579692,BRIGHT HILL CRESCENT,27943.86382,37551.09471
117256, 210A BUKIT BATOK STREET 21 SINGAPORE 651210 ,210A,NIL,1.345428,103.750836,651210,BUKIT BATOK STREET 21,18820.57564,36396.31635
91459, 329 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550329 ,329,HDB-SERANGOON ESTATE,1.349626,103.868064,550329,SERANGOON AVENUE 3,31866.75445,36860.36749
77225, 745 PASIR RIS STREET 71 HDB-PASIR RIS SINGAPORE 510745 ,745,HDB-PASIR RIS,1.378369,103.935588,510745,PASIR RIS STREET 71,39381.33667,40038.77438
138913, 27 MIMOSA ROAD MIMOSA PARK SINGAPORE 807989 ,27,MIMOSA PARK,1.383556,103.862171,807989,MIMOSA ROAD,31210.89839,40612.11815
72523, 30C SUNBIRD CIRCLE SINGAPORE 487272 ,30C,NIL,1.339133,103.95885,487272,SUNBIRD CIRCLE,41970.36123,35700.35945
14577, 15 VEERASAMY ROAD LITTLE INDIA CONSERVATION AREA SINGAPORE 207323 ,15,LITTLE INDIA CONSERVATION AREA,1.307782,103.853368,207323,VEERASAMY ROAD,30231.29493,32233.36166
9611, 108 FABER TERRACE FABER HILLS SINGAPORE 129064 ,108,FABER HILLS,1.321215,103.755887,129064,FABER TERRACE,19382.66696,33718.84686
118226, 31 BUKIT BATOK STREET 52 RENCI @ BUKIT BATOK ST. 52 SINGAPORE 659251 ,31,RENCI @ BUKIT BATOK ST. 52,1.354953,103.751558,659251,BUKIT BATOK STREET 52,18900.97673,37449.51588
8610, 27 WEST COAST PARK BOTANNIA SINGAPORE 127720 ,27,BOTANNIA,1.318071,103.754473,127720,WEST COAST PARK,19225.23918,33371.28393
114849, 22 NANYANG AVENUE NANYANG TECHNOLOGICAL UNIVERSITY (HALL OF RESIDENCE 10) SINGAPORE 639810 ,22,NANYANG TECHNOLOGICAL UNIVERSITY (HALL OF RESIDENCE 10),1.35406,103.685059,639810,NANYANG AVENUE,11500.4028,37351.13697
129949, 25 YISHUN STREET 51 SIGNATURE AT YISHUN SINGAPORE 768087 ,25,SIGNATURE AT YISHUN,1.417364,103.844807,768087,YISHUN STREET 51,29278.47463,44350.39896
120154, 361 WOODLANDS ROAD YEW TEE INDUSTRIAL ESTATE SINGAPORE 677930 ,361,YEW TEE INDUSTRIAL ESTATE,1.396194,103.753546,677930,WOODLANDS ROAD,19122.38231,42009.74139
14255, 355 BEACH ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 199573 ,355,KAMPONG GLAM CONSERVATION AREA,1.301639,103.861765,199573,BEACH ROAD,31165.84253,31554.11366
122312, 25 VERDE CRESCENT VILLA VERDE SINGAPORE 688380 ,25,VILLA VERDE,1.389978,103.751913,688380,VERDE CRESCENT,18940.64674,41322.33593
80578, 507 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530507 ,507,HDB-HOUGANG,1.372406,103.887612,530507,HOUGANG AVENUE 8,34042.2438,39379.32025
39086, 286A LAVENDER STREET SINGAPORE 338803 ,286A,NIL,1.314519,103.860225,338803,LAVENDER STREET,30994.47889,32978.36561
46769, 1 STADIUM PLACE OCBC KALLANG WAVE BRANCH SINGAPORE 397628 ,1,OCBC KALLANG WAVE BRANCH,1.303075,103.87315,397628,STADIUM PLACE,32432.84229,31712.98301
2323, 15B STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068734 ,15B,TELOK AYER CONSERVATION AREA,1.280456,103.847982,68734,STANLEY STREET,29631.9617,29211.87949
2032, 1 HAVELOCK SQUARE JUDICIARY STATE COURTS SINGAPORE 059724 ,1,"JUDICIARY, STATE COURTS",1.286211,103.843588,59724,HAVELOCK SQUARE,29142.91695,29848.16479
102120, 101 JALAN PEMIMPIN SINGAPORE 577250 ,101,NIL,1.354081,103.84339,577250,JALAN PEMIMPIN,29120.80837,37352.95559
87003, 3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813 ,3,RIVERSOUND RESIDENCE,1.381185,103.902575,544813,SENGKANG EAST AVENUE,35707.41081,40350.03295
85079, 19 HOW SUN CLOSE SINGAPORE 538646 ,19,NIL,1.344013,103.881583,538646,HOW SUN CLOSE,33371.3027,36239.7299
108706, 535 CLEMENTI ROAD NGEE ANN POLYTECHNIC (BLK 31) SINGAPORE 599489 ,535,NGEE ANN POLYTECHNIC (BLK 31),1.333682,103.774745,599489,CLEMENTI ROAD,21481.41669,35097.40717
98635, 329 ANG MO KIO AVENUE 2 HORIZON GARDENS SINGAPORE 569963 ,329,HORIZON GARDENS,1.376682,103.834308,569963,ANG MO KIO AVENUE 2,28110.12189,39851.98593
43366, 12 JALAN MUHIBBAH MACPHERSON GARDEN ESTATE SINGAPORE 368724 ,12,MACPHERSON GARDEN ESTATE,1.332712,103.880625,368724,JALAN MUHIBBAH,33264.69314,34990.06537
129572, 848 YISHUN STREET 81 KHATIB CENTRAL SINGAPORE 760848 ,848,KHATIB CENTRAL,1.416243,103.835249,760848,YISHUN STREET 81,28214.82669,44226.52149
79040, 895 TAMPINES STREET 81 TAMPINES GROVE SINGAPORE 520895 ,895,TAMPINES GROVE,1.347783,103.931594,520895,TAMPINES STREET 81,38936.91571,36656.69311
77331, 635A PASIR RIS DRIVE 1 MULTI STOREY CAR PARK SINGAPORE 511635 ,635A,MULTI STOREY CAR PARK,1.377144,103.939951,511635,PASIR RIS DRIVE 1,39866.84167,39903.39453
107154, 11 SHAMAH TERRACE SINGAPORE 597563 ,11,NIL,1.34664,103.764336,597563,SHAMAH TERRACE,20323.03898,36530.27521
89136, 62 PARRY TERRACE PARRY PARK SINGAPORE 547161 ,62,PARRY PARK,1.366051,103.879634,547161,PARRY TERRACE,33154.35599,38676.56734
1354, 283A SOUTH BRIDGE ROAD TELOK AYER CONSERVATION AREA SINGAPORE 058832 ,283A,TELOK AYER CONSERVATION AREA,1.281565,103.845139,58832,SOUTH BRIDGE ROAD,29315.54731,29334.4954
102277, 24 JALAN MENARONG SEMBAWANG HILLS ESTATE SINGAPORE 577431 ,24,SEMBAWANG HILLS ESTATE,1.370828,103.830391,577431,JALAN MENARONG,27674.23717,39204.76109
24190, 1 QUEEN'S ROAD FARRER GARDENS SINGAPORE 260001 ,1,FARRER GARDENS,1.317266,103.806783,260001,QUEEN'S ROAD,25046.83453,33282.14735
75145, 397 LOYANG RISE LOYANG VILLAS SINGAPORE 507270 ,397,LOYANG VILLAS,1.362259,103.965339,507270,LOYANG RISE,42692.3044,38257.56377
64632, 77 GREENFIELD DRIVE FRANKEL ESTATE SINGAPORE 457961 ,77,FRANKEL ESTATE,1.312465,103.918376,457961,GREENFIELD DRIVE,37466.09462,32751.38966
107046, 21 SUNSET HEIGHTS SINGAPORE 597407 ,21,NIL,1.327085,103.767856,597407,SUNSET HEIGHTS,20714.64754,34367.88484
17026, 27C TRURO ROAD SINGAPORE 217571 ,27C,NIL,1.313789,103.849643,217571,TRURO ROAD,29816.75561,32897.59601
29426, 3 JALAN ISTIMEWA MCMAHON PARK SINGAPORE 278387 ,3,MCMAHON PARK,1.31581,103.787352,278387,JALAN ISTIMEWA,22884.35823,33121.20437
104476, 11 BINCHANG RISE CAELUM JUNIOR LLP SINGAPORE 579882 ,11,CAELUM JUNIOR LLP,1.348932,103.844677,579882,BINCHANG RISE,29264.00771,36783.61221
39777, 5 PUAY HEE AVENUE CENTURION RESIDENCES SINGAPORE 348107 ,5,CENTURION RESIDENCES,1.329457,103.869823,348107,PUAY HEE AVENUE,32062.56236,34630.15955
17953, 419 RACE COURSE ROAD SINGAPORE 218666 ,419,NIL,1.315777,103.857418,218666,RACE COURSE ROAD,30682.01629,33117.48141
136409, 53 NIM GREEN SELETAR HILLS ESTATE SINGAPORE 805073 ,53,SELETAR HILLS ESTATE,1.382779,103.866563,805073,NIM GREEN,31699.69406,40526.24725
118902, 91 JALAN DERMAWAN HILLVIEW GARDEN ESTATE SINGAPORE 669042 ,91,HILLVIEW GARDEN ESTATE,1.360032,103.758989,669042,JALAN DERMAWAN,19727.97801,38011.08083
138230, 115A SELETAR HILLS DRIVE SELETAR PARK SINGAPORE 807139 ,115A,SELETAR PARK,1.385991,103.87208,807139,SELETAR HILLS DRIVE,32313.61658,40881.35953
35918, 78 GILSTEAD ROAD NOVENA HALL INTERNATIONAL STUDENTS' HOSTEL SINGAPORE 309116 ,78,NOVENA HALL INTERNATIONAL STUDENTS' HOSTEL,1.318514,103.841779,309116,GILSTEAD ROAD,28941.56364,33420.10189
139850, 49 JALAN JARAK SINGAPORE 809208 ,49,NIL,1.382136,103.873468,809208,JALAN JARAK,32468.12904,40455.15305
35381, 10 JALAN NOVENA SELATAN ENG AUN PARK SINGAPORE 308565 ,10,ENG AUN PARK,1.322651,103.843255,308565,JALAN NOVENA SELATAN,29105.7752,33877.51348
136994, 62 STRATTON DRIVE STRATTON GREEN SINGAPORE 805660 ,62,STRATTON GREEN,1.382251,103.865911,805660,STRATTON DRIVE,31627.07542,40467.87662
86959, 9A SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544743 ,9A,RIVERSOUND RESIDENCE,1.380712,103.903082,544743,SENGKANG EAST AVENUE,35763.75496,40297.77606
72708, 35 SEA BREEZE AVENUE ZEPHYR PARK SINGAPORE 487554 ,35,ZEPHYR PARK,1.337948,103.951984,487554,SEA BREEZE AVENUE,41206.22035,35569.3806
43289, 1 JALAN MULIA MACPHERSON GARDEN ESTATE SINGAPORE 368622 ,1,MACPHERSON GARDEN ESTATE,1.332821,103.879084,368622,JALAN MULIA,33093.19599,35002.11197
49189, 43 KAKI BUKIT INDUSTRIAL TERRACE KAKI BUKIT INDUSTRIAL PARK SINGAPORE 416123 ,43,KAKI BUKIT INDUSTRIAL PARK,1.335724,103.902387,416123,KAKI BUKIT INDUSTRIAL TERRACE,35686.5561,35323.14428
77594, 25 RIVERINA WALK THE RIVERINA SINGAPORE 518331 ,25,THE RIVERINA,1.37886,103.943905,518331,RIVERINA WALK,40306.93331,40093.16746
9631, 15 FABER PARK FABER HILLS SINGAPORE 129105 ,15,FABER HILLS,1.321894,103.758787,129105,FABER PARK,19705.40588,33793.94046
75081, 61 LOYANG VIEW LOYANG VILLAS SINGAPORE 507209 ,61,LOYANG VILLAS,1.36425,103.966398,507209,LOYANG VIEW,42810.17259,38477.7043
118717, 28 JALAN INTAN HILLVIEW GARDEN ESTATE SINGAPORE 668788 ,28,HILLVIEW GARDEN ESTATE,1.359917,103.761622,668788,JALAN INTAN,20021.00028,37998.29882
129663, 429A YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 761429 ,429A,ORCHID SPRING @ YISHUN,1.422097,103.84956,761429,YISHUN AVENUE 11,29807.47475,44873.81884
127435, 54 ANDREWS TERRACE STRAITS GARDENS SINGAPORE 757660 ,54,STRAITS GARDENS,1.458649,103.838528,757660,ANDREWS TERRACE,28579.70998,48915.52605
96540, 23 BLANDFORD DRIVE SERANGOON GARDEN ESTATE SINGAPORE 559816 ,23,SERANGOON GARDEN ESTATE,1.359405,103.8617,559816,BLANDFORD DRIVE,31158.51959,37941.64635
139933, 10 JALAN CHERMAI SELETAR HILLS ESTATE SINGAPORE 809321 ,10,SELETAR HILLS ESTATE,1.386161,103.872695,809321,JALAN CHERMAI,32382.04175,40900.185
132364, 2 TUNG PO AVENUE SINGAPORE 787189 ,2,NIL,1.381137,103.83268,787189,TUNG PO AVENUE,27928.94255,40344.67128
107349, 68 LORONG PISANG EMAS MANDARIN PARK SINGAPORE 597885 ,68,MANDARIN PARK,1.34419,103.77182,597885,LORONG PISANG EMAS,21155.89043,36259.28816
112940, 9 TUAS WEST STREET SINGAPORE 637449 ,9,NIL,1.33202,103.635804,637449,TUAS WEST STREET,6018.6572,34914.35319
8280, 66 WEST COAST TERRACE WEST COAST GARDENS SINGAPORE 127263 ,66,WEST COAST GARDENS,1.314208,103.757684,127263,WEST COAST TERRACE,19582.64475,32944.1426
128611, 7 JALAN LEGUNDI SEMBAWANG GARDEN ARCADE SINGAPORE 759272 ,7,SEMBAWANG GARDEN ARCADE,1.441291,103.823635,759272,JALAN LEGUNDI,26922.42249,46996.17593
20862, 11 DUBLIN ROAD SINGAPORE 239799 ,11,NIL,1.298503,103.839995,239799,DUBLIN ROAD,28742.97939,31207.34977
66301, 37 CARMEN STREET OPERA ESTATE SINGAPORE 459757 ,37,OPERA ESTATE,1.318369,103.92573,459757,CARMEN STREET,38284.52074,33404.21589
45310, 11A LORONG 15 GEYLANG SINGAPORE 388604 ,11A,NIL,1.31308,103.87803,388604,LORONG 15 GEYLANG,32975.97459,32819.2925
131484, 49 SPRINGSIDE VIEW SINGAPORE 786275 ,49,NIL,1.40624,103.821738,786275,SPRINGSIDE VIEW,26711.25067,43120.35045
60203, 798 MOUNTBATTEN ROAD SINGAPORE 437798 ,798,NIL,1.300953,103.894938,437798,MOUNTBATTEN ROAD,34857.74443,31478.32157
10221, 10 COLLEGE AVENUE WEST YALE-NUS COLLEGE CAMPUS SINGAPORE 138609 ,10,YALE-NUS COLLEGE CAMPUS,1.305531,103.772048,138609,COLLEGE AVENUE WEST,21181.2066,31984.60218
130405, 533 YISHUN INDUSTRIAL PARK A YISHUN FIRE STATION SINGAPORE 768774 ,533,YISHUN FIRE STATION,1.44416,103.836857,768774,YISHUN INDUSTRIAL PARK A,28393.77158,47313.44488
112840, 2 TUAS LINK 4 SINGAPORE 637321 ,2,NIL,1.336247,103.642808,637321,TUAS LINK 4,6798.10155,35381.69125
118939, 130A JALAN DERMAWAN HILLVIEW COURT SINGAPORE 669082 ,130A,HILLVIEW COURT,1.360109,103.757069,669082,JALAN DERMAWAN,19514.27848,38019.54437
7041, 5 LOWER KENT RIDGE ROAD DBS NUH MAIN BUILDING SINGAPORE 119074 ,5,DBS NUH MAIN BUILDING,1.294489,103.783684,119074,LOWER KENT RIDGE ROAD,22476.1118,30763.54558
32852, 616 DUNEARN ROAD SINGAPORE 289620 ,616,NIL,1.330506,103.800398,289620,DUNEARN ROAD,24336.31549,34746.18121
121118, 126 CASHEW ROAD CASHEW GREEN SINGAPORE 679690 ,126,CASHEW GREEN,1.373013,103.770249,679690,CASHEW ROAD,20981.11743,39446.46066
9377, 3 JALAN MAS KUNING PASIR PANJANG GARDENS SINGAPORE 128696 ,3,PASIR PANJANG GARDENS,1.307916,103.762639,128696,JALAN MAS KUNING,20134.04838,32248.296
45622, 570 LORONG 3 GEYLANG SINGAPORE 388986 ,570,NIL,1.317899,103.873787,388986,LORONG 3 GEYLANG,32503.74256,33352.07841
30854, 71 GREENWOOD TERRACE THE GREENWOOD SINGAPORE 286854 ,71,THE GREENWOOD,1.336385,103.806208,286854,GREENWOOD TERRACE,24982.854,35396.20623
6678, 253 PASIR PANJANG ROAD PARC IMPERIAL SINGAPORE 118618 ,253,PARC IMPERIAL,1.28135,103.783642,118618,PASIR PANJANG ROAD,22471.42853,29310.76043
51302, 10A JALAN RIMAU SINGAPORE 418706 ,10A,NIL,1.329327,103.907388,418706,JALAN RIMAU,36243.22625,34615.90942
87227, 63 ANCHORVALE WALK NANYANG THONG HONG SIANG THNG SINGAPORE 545060 ,63,NANYANG THONG HONG SIANG THNG,1.39375,103.890039,545060,ANCHORVALE WALK,34312.18882,41739.41785
69205, 3 LIMAU WALK KEW COTTAGES SINGAPORE 467765 ,3,KEW COTTAGES,1.322995,103.950536,467765,LIMAU WALK,41045.08819,33915.8467
99996, 19 THOMSON HILLS DRIVE THOMSON HILLS ESTATE SINGAPORE 574763 ,19,THOMSON HILLS ESTATE,1.378179,103.832378,574763,THOMSON HILLS DRIVE,27895.27747,40017.59959
136847, 89 SARACA TERRACE SARACA VILLAS SINGAPORE 805513 ,89,SARACA VILLAS,1.383438,103.859112,805513,SARACA TERRACE,30870.47514,40599.07432
128007, 343 SEMBAWANG ROAD SINGAPORE 758353 ,343,NIL,1.425748,103.825606,758353,SEMBAWANG ROAD,27141.74536,45277.53082
125604, 21 OAKWOOD GROVE SINGAPORE 738217 ,21,NIL,1.427175,103.779889,738217,OAKWOOD GROVE,22054.08761,45435.35838
19624, 21 CLAYMORE ROAD THE TATE RESIDENCES SINGAPORE 229545 ,21,THE TATE RESIDENCES,1.307975,103.830326,229545,CLAYMORE ROAD,27666.89503,32254.73328
106101, 36 KISMIS GREEN SUMMERLEA GREEN SINGAPORE 596267 ,36,SUMMERLEA GREEN,1.335854,103.770197,596267,KISMIS GREEN,20975.2909,35337.60781
12538, 1K ENG HOON STREET SAINT MATTHEW'S CHURCH SINGAPORE 169796 ,1K,SAINT MATTHEW'S CHURCH,1.283283,103.834418,169796,ENG HOON STREET,28122.32861,29524.40941
94415, 4 JALAN CHULEK SERANGOON GARDEN ESTATE SINGAPORE 557447 ,4,SERANGOON GARDEN ESTATE,1.366417,103.868215,557447,JALAN CHULEK,31883.51241,38717.00549
129386, 657 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760657 ,657,NEE SOON CENTRAL VIEW,1.422241,103.839349,760657,YISHUN AVENUE 4,28671.10177,44889.67576
1036, 43B TEMPLE STREET KRETA AYER CONSERVATION AREA SINGAPORE 058588 ,43B,KRETA AYER CONSERVATION AREA,1.28298,103.843691,58588,TEMPLE STREET,29154.39911,29490.8842
26181, 98 JALAN HAJI ALIAS SINGAPORE 268570 ,98,NIL,1.324932,103.792951,268570,JALAN HAJI ALIAS,23507.50694,34129.76062
104456, 3 BINCHANG WALK LAUW AND SONS GARDEN SINGAPORE 579856 ,3,LAUW AND SONS GARDEN,1.351533,103.84672,579856,BINCHANG WALK,29491.48245,37071.21039
87108, 12J POH HUAT ROAD SINGAPORE 544941 ,12J,NIL,1.366128,103.884132,544941,POH HUAT ROAD,33654.98886,38685.05878
21454, 419B RIVER VALLEY ROAD SINGAPORE 248318 ,419B,NIL,1.295165,103.829631,248318,RIVER VALLEY ROAD,27589.65401,30838.2625
843, 8B UPPER CROSS STREET KRETA AYER CONSERVATION AREA SINGAPORE 058327 ,8B,KRETA AYER CONSERVATION AREA,1.28371,103.84562,58327,UPPER CROSS STREET,29369.01449,29571.65519
43841, 10 HOWARD ROAD YUN CHEE BUILDING 2 SINGAPORE 369582 ,10,YUN CHEE BUILDING 2,1.333592,103.885893,369582,HOWARD ROAD,33850.93883,35087.44728
122679, 176 VERDE VIEW VILLA VERDE SINGAPORE 688745 ,176,VILLA VERDE,1.389908,103.751257,688745,VERDE VIEW,18867.65589,41314.64944
13480, 59 HAJI LANE KAMPONG GLAM CONSERVATION AREA SINGAPORE 189252 ,59,KAMPONG GLAM CONSERVATION AREA,1.301216,103.85863,189252,HAJI LANE,30816.96885,31507.37357
76071, 14 LOYANG STREET SINGAPORE 508846 ,14,NIL,1.374643,103.968042,508846,LOYANG STREET,42993.03849,39627.02774
7899, 715 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120715 ,715,VISTA 18,1.303154,103.761944,120715,CLEMENTI WEST STREET 2,20056.6213,31721.73527
115769, 671B JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 642671 ,671B,HDB-JURONG WEST,1.34396,103.701895,642671,JURONG WEST STREET 65,13374.0347,36234.15596
30500, 12 EWART PARK EWART PARK SINGAPORE 279745 ,12,EWART PARK,1.32354,103.782384,279745,EWART PARK,22331.503,33975.94778
78099, 71 PASIR RIS DRIVE 1 PASIR RIS WAFER FAB PARK SINGAPORE 519526 ,71,PASIR RIS WAFER FAB PARK,1.379687,103.933588,519526,PASIR RIS DRIVE 1,39158.77283,40184.47459
93592, 17 MEDWAY DRIVE SERANGOON GARDEN ESTATE SINGAPORE 556512 ,17,SERANGOON GARDEN ESTATE,1.362549,103.86428,556512,MEDWAY DRIVE,31445.65878,38289.29103
3147, 108 SPOTTISWOODE PARK ROAD CARPE DIEM SPRINGS PTE. LTD. SINGAPORE 080108 ,108,CARPE DIEM SPRINGS PTE. LTD.,1.273942,103.835659,80108,SPOTTISWOODE PARK ROAD,28260.50029,28491.5721
81698, 521 AIRPORT ROAD SINGAPORE 534396 ,521,NIL,1.35513,103.90006,534396,AIRPORT ROAD,35427.56208,37468.95818
126198, 60 JALAN KASAU WOODLANDS PARK SINGAPORE 739658 ,60,WOODLANDS PARK,1.41725,103.758982,739658,JALAN KASAU,19727.44167,44338.00283
23288, 10 LEWIS ROAD SINGAPORE 258595 ,10,NIL,1.32005,103.822337,258595,LEWIS ROAD,26777.87062,33589.95062
113887, 39 TUAS WEST DRIVE SINGAPORE 638406 ,39,NIL,1.326748,103.632508,638406,TUAS WEST DRIVE,5651.7484,34331.44476
119271, 45 ELIZABETH DRIVE HILLVIEW GARDEN ESTATE SINGAPORE 669733 ,45,HILLVIEW GARDEN ESTATE,1.360655,103.762293,669733,ELIZABETH DRIVE,20095.72143,38079.99104
70171, 3D EVERGREEN GARDENS SINGAPORE 468906 ,3D,NIL,1.315033,103.934377,468906,EVERGREEN GARDENS,39246.87091,33035.40426
25801, 51 KING'S ROAD KING'S GARDEN SINGAPORE 268096 ,51,KING'S GARDEN,1.320044,103.808334,268096,KING'S ROAD,25219.4572,33589.26551
46978, 24B LORONG 34 GEYLANG SINGAPORE 398221 ,24B,NIL,1.313228,103.887585,398221,LORONG 34 GEYLANG,34039.32579,32835.63049
19292, 8 JALAN ELOK SINGAPORE 229049 ,8,NIL,1.306173,103.83566,229049,JALAN ELOK,28260.58416,32055.51825
120630, 83 JALAN ASAS FUYONG ESTATE SINGAPORE 678830 ,83,FUYONG ESTATE,1.360924,103.767839,678830,JALAN ASAS,20712.86288,38109.65128
45243, 25A LORONG 17 GEYLANG SINGAPORE 388552 ,25A,NIL,1.313506,103.878591,388552,LORONG 17 GEYLANG,33038.41811,32866.3484
25371, 12 NAMLY CRESCENT SHAMROCK PARK SINGAPORE 267529 ,12,SHAMROCK PARK,1.326902,103.796764,267529,NAMLY CRESCENT,23931.86885,34347.57914
11749, 44 BEO CRESCENT THE BEO CRESCENT SINGAPORE 160044 ,44,THE BEO CRESCENT,1.288809,103.826295,160044,BEO CRESCENT,27218.34476,30135.48955
94596, 73 HUDDINGTON AVENUE SERANGOON GARDEN ESTATE SINGAPORE 557643 ,73,SERANGOON GARDEN ESTATE,1.368436,103.864347,557643,HUDDINGTON AVENUE,31453.05222,38940.27561
67752, 86 KEW DRIVE SINGAPORE 466102 ,86,NIL,1.320681,103.950419,466102,KEW DRIVE,41032.10613,33659.97806
26189, 113 JALAN HAJI ALIAS SELBY GARDENS SINGAPORE 268578 ,113,SELBY GARDENS,1.324076,103.793254,268578,JALAN HAJI ALIAS,23541.16693,34035.18295
118292, 21 BUKIT BATOK STREET 22 SHATEC INSTITUTES SINGAPORE 659589 ,21,SHATEC INSTITUTES,1.343894,103.750035,659589,BUKIT BATOK STREET 22,18731.44167,36226.60295
