,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
21368, 16 ROCHALIE DRIVE ROSE GARDEN SINGAPORE 248247 ,16,ROSE GARDEN,1.301542,103.821626,248247,ROCHALIE DRIVE,26698.70598,31543.44129
40926, 11 BELIMBING AVENUE SENNETT ESTATE SINGAPORE 349883 ,11,SENNETT ESTATE,1.331528,103.874818,349883,BELIMBING AVENUE,32618.40791,34859.18643
111214, 17 WAN LEE ROAD SINGAPORE 627947 ,17,NIL,1.332417,103.705132,627947,WAN LEE ROAD,13734.15188,34957.8293
27035, 46 CORNWALL GARDENS SINGAPORE 269668 ,46,NIL,1.318137,103.802028,269668,CORNWALL GARDENS,24517.663,33378.39537
28483, 22 MOUNT SINAI AVENUE SINGAPORE 277166 ,22,NIL,1.316487,103.781192,277166,MOUNT SINAI AVENUE,22198.77163,33196.03957
90814, 16 FLOWER ROAD CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED SINGAPORE 549405 ,16,CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED,1.360189,103.880971,549405,FLOWER ROAD,33303.1201,38028.3924
119491, 203 PETIR ROAD HDB-BUKIT PANJANG SINGAPORE 670203 ,203,HDB-BUKIT PANJANG,1.373092,103.775566,670203,PETIR ROAD,21572.83599,39455.09584
84427, 6 JALAN MASTULI CHARLTON PARK SINGAPORE 537742 ,6,CHARLTON PARK,1.355064,103.885238,537742,JALAN MASTULI,33778.00294,37461.66248
31020, 5 WATTEN VIEW WATTEN ESTATE SINGAPORE 287121 ,5,WATTEN ESTATE,1.329675,103.80954,287121,WATTEN VIEW,25353.74734,34654.25429
55428, 19 LORONG 106 CHANGI SINGAPORE 426485 ,19,NIL,1.31592,103.903615,426485,LORONG 106 CHANGI,35823.25809,33133.3521
65232, 5 ERNANI STREET OPERA ESTATE SINGAPORE 458611 ,5,OPERA ESTATE,1.319854,103.926126,458611,ERNANI STREET,38328.60527,33568.50412
114741, 54A NANYANG TERRACE NANYANG TECHNOLOGICAL UNIVERSITY (NANYANG TERRACE STAFF HOUSING) SINGAPORE 639731 ,54A,NANYANG TECHNOLOGICAL UNIVERSITY (NANYANG TERRACE STAFF HOUSING),1.346642,103.684046,639731,NANYANG TERRACE,11387.58531,36530.83139
99437, 21C WESTLAKE AVENUE WESTLAKE GARDENS SINGAPORE 574290 ,21C,WESTLAKE GARDENS,1.345094,103.837779,574290,WESTLAKE AVENUE,28496.36676,36359.19685
56828, 186B JOO CHIAT PLACE SINGAPORE 427898 ,186B,NIL,1.314007,103.905418,427898,JOO CHIAT PLACE,36024.0108,32921.80901
79933, 33 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529238 ,33,THE EDEN AT TAMPINES,1.355336,103.959235,529238,TAMPINES STREET 34,42013.09793,37491.99705
130037, 506 MILTONIA CLOSE SINGAPORE 768183 ,506,NIL,1.416253,103.846301,768183,MILTONIA CLOSE,29444.7995,44227.61946
15748, 127A JALAN BESAR LITTLE INDIA CONSERVATION AREA SINGAPORE 208845 ,127A,LITTLE INDIA CONSERVATION AREA,1.306657,103.855925,208845,JALAN BESAR,30515.8506,32109.05719
1310, 265B SOUTH BRIDGE ROAD TELOK AYER CONSERVATION AREA SINGAPORE 058814 ,265B,TELOK AYER CONSERVATION AREA,1.282005,103.845369,58814,SOUTH BRIDGE ROAD,29341.05701,29383.13211
18137, 28 KINTA ROAD SINGAPORE 219097 ,28,NIL,1.310424,103.853293,219097,KINTA ROAD,30222.9123,32525.54616
95692, 46 CARDIFF GROVE SERANGOON GARDEN ESTATE SINGAPORE 558912 ,46,SERANGOON GARDEN ESTATE,1.35767,103.866123,558912,CARDIFF GROVE,31650.73115,37749.83853
113051, 29 TUAS VIEW WALK 2 SINGAPORE 637563 ,29,NIL,1.299465,103.627281,637563,TUAS VIEW WALK 2,5069.76965,31314.65202
31578, 6 VANDA DRIVE ORCHID VILLAGE SINGAPORE 287845 ,6,ORCHID VILLAGE,1.331867,103.799371,287845,VANDA DRIVE,24222.03185,34896.65956
105324, 4 JALAN BINGKA MAYFAIR PARK SINGAPORE 588898 ,4,MAYFAIR PARK,1.340375,103.779863,588898,JALAN BINGKA,22050.99955,35837.44778
25359, 6C NAMLY DRIVE SHAMROCK PARK SINGAPORE 267505 ,6C,SHAMROCK PARK,1.324515,103.798446,267505,NAMLY DRIVE,24119.02651,34083.72856
128150, 592A SEMBAWANG ROAD SEMBAWANG SPRINGS ESTATE SINGAPORE 758451 ,592A,SEMBAWANG SPRINGS ESTATE,1.440668,103.824966,758451,SEMBAWANG ROAD,27070.43981,46927.29239
33266, 112 UNIVERSITY ROAD CAPITOL PARK SINGAPORE 297908 ,112,CAPITOL PARK,1.329247,103.819119,297908,UNIVERSITY ROAD,26419.75885,34606.92067
138404, 30 SARACA ROAD SINGAPORE 807376 ,30,NIL,1.384871,103.865283,807376,SARACA ROAD,31557.18108,40757.55624
95145, 4 CONISTON GROVE SERANGOON GARDEN ESTATE SINGAPORE 558300 ,4,SERANGOON GARDEN ESTATE,1.35944,103.866853,558300,CONISTON GROVE,31732.01004,37945.52568
100105, 10 THOMSON GREEN THOMSON HILLS ESTATE SINGAPORE 574887 ,10,THOMSON HILLS ESTATE,1.379592,103.832301,574887,THOMSON GREEN,27886.81321,40173.80415
108934, 107 CHUN TIN ROAD SINGAPORE 599681 ,107,NIL,1.343143,103.770628,599681,CHUN TIN ROAD,21023.23932,36143.57944
136502, 23 SELETAR GREEN VIEW LUXUS HILLS SINGAPORE 805166 ,23,LUXUS HILLS,1.379933,103.87288,805166,SELETAR GREEN VIEW,32402.62936,40211.5391
72959, 54 MERAGI ROAD EAST VIEW GARDEN SINGAPORE 487931 ,54,EAST VIEW GARDEN,1.343624,103.960269,487931,MERAGI ROAD,42128.25708,36197.03963
83926, 2A LEW LIAN VALE SINGAPORE 537014 ,2A,NIL,1.349488,103.877713,537014,LEW LIAN VALE,32940.56511,36845.0897
108497, 24 ENG KONG GARDEN ENG KONG PARK SINGAPORE 599240 ,24,ENG KONG PARK,1.334742,103.769605,599240,ENG KONG GARDEN,20909.30497,35214.56879
64515, 19 JALAN BANGSAWAN OPERA ESTATE SINGAPORE 457804 ,19,OPERA ESTATE,1.320532,103.924001,457804,JALAN BANGSAWAN,38092.02653,33643.46763
133892, 4 IQBAL AVENUE TEACHER'S HOUSING ESTATE SINGAPORE 789447 ,4,TEACHER'S HOUSING ESTATE,1.380499,103.830357,789447,IQBAL AVENUE,27670.44038,40274.03822
120911, 22 CHESTNUT CRESCENT GREEN HILL ESTATE SINGAPORE 679378 ,22,GREEN HILL ESTATE,1.371965,103.770225,679378,CHESTNUT CRESCENT,20978.44334,39330.58162
95579, 11 CARISBROOKE GROVE SERANGOON GARDEN ESTATE SINGAPORE 558793 ,11,SERANGOON GARDEN ESTATE,1.360031,103.86421,558793,CARISBROOKE GROVE,31437.89759,38010.90358
136775, 34 MIMOSA DRIVE MIMOSA TERRACE SINGAPORE 805441 ,34,MIMOSA TERRACE,1.383783,103.859613,805441,MIMOSA DRIVE,30926.28058,40637.24621
130164, 250 MILTONIA CLOSE THE SHAUGHNESSY SINGAPORE 768311 ,250,THE SHAUGHNESSY,1.417008,103.847008,768311,MILTONIA CLOSE,29523.45609,44311.11027
140720, 289 PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 820289 ,289,PUNGGOL ARCADIA,1.401982,103.902882,820289,PUNGGOL PLACE,35741.49401,42649.64601
93865, 384 LORONG CHUAN OCBC LORONG CHUAN - ESSO STATION SINGAPORE 556810 ,384,OCBC LORONG CHUAN - ESSO STATION,1.362474,103.868158,556810,LORONG CHUAN,31877.2476,38281.01819
2202, 155C TELOK AYER STREET TELOK AYER CONSERVATION AREA SINGAPORE 068611 ,155C,TELOK AYER CONSERVATION AREA,1.280426,103.847633,68611,TELOK AYER STREET,29593.12839,29208.47571
25328, 67C NAMLY DRIVE SHAMROCK PARK SINGAPORE 267476 ,67C,SHAMROCK PARK,1.322891,103.796184,267476,NAMLY DRIVE,23867.29132,33904.08141
44190, 49 SIMS PLACE SIMS VISTA MARKET AND FOOD CENTRE SINGAPORE 380049 ,49,SIMS VISTA MARKET AND FOOD CENTRE,1.317083,103.879417,380049,SIMS PLACE,33130.31101,33261.95446
88273, 11B ROSYTH ROAD SINGAPORE 546150 ,11B,NIL,1.362942,103.875458,546150,ROSYTH ROAD,32689.65966,38332.73228
9009, 23 PANDAN LOOP PANDAN LOOP INDUSTRIAL ESTATE SINGAPORE 128241 ,23,PANDAN LOOP INDUSTRIAL ESTATE,1.309979,103.75523,128241,PANDAN LOOP,19309.49208,32476.50776
109837, 52 PANDAN ROAD SINGAPORE 609291 ,52,NIL,1.299568,103.747359,609291,PANDAN ROAD,18433.42743,31325.30807
30747, 9B HILLCREST ROAD HILLCREST VILLA SINGAPORE 286704 ,9B,HILLCREST VILLA,1.328576,103.805742,286704,HILLCREST ROAD,24930.97943,34532.67095
93250, 23 SERANGOON CENTRAL SHAW THEATRRES NEX SINGAPORE 556083 ,23,SHAW THEATRRES NEX,1.350732,103.872313,556083,SERANGOON CENTRAL,32339.66448,36982.61646
84285, 27A JALAN RINDU SINGAPORE 537549 ,27A,NIL,1.345115,103.876758,537549,JALAN RINDU,32834.3029,36361.51676
42480, 13 CHILTERN DRIVE BRADDELL HEIGHTS ESTATE SINGAPORE 359772 ,13,BRADDELL HEIGHTS ESTATE,1.348616,103.862333,359772,CHILTERN DRIVE,31228.95585,36748.61661
39033, 213D LAVENDER STREET SINGAPORE 338770 ,213D,NIL,1.314393,103.859732,338770,LAVENDER STREET,30939.53381,32964.39361
22571, 4 WOOLLERTON DRIVE WOOLLERTON PARK SINGAPORE 257554 ,4,WOOLLERTON PARK,1.317544,103.809536,257554,WOOLLERTON DRIVE,25353.22177,33312.85774
125497, 12 WOODGROVE VIEW CENTURY WOODS SINGAPORE 738115 ,12,CENTURY WOODS,1.428108,103.776304,738115,WOODGROVE VIEW,21655.10785,45538.54466
117236, 638 BUKIT BATOK CENTRAL SINGAPORE 650638 ,638,NIL,1.349363,103.752321,650638,BUKIT BATOK CENTRAL,18985.8688,36831.42095
2283, 208B TELOK AYER STREET TELOK AYER CONSERVATION AREA SINGAPORE 068642 ,208B,TELOK AYER CONSERVATION AREA,1.279988,103.847075,68642,TELOK AYER STREET,29530.93041,29160.11189
48862, 201A JALAN EUNOS SINGAPORE 415803 ,201A,NIL,1.328869,103.905739,415803,JALAN EUNOS,36059.62886,34565.21472
14190, 267 BEACH ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 199545 ,267,KAMPONG GLAM CONSERVATION AREA,1.300666,103.860058,199545,BEACH ROAD,30975.89184,31446.56034
38172, 30 JALAN TAMAN SINGAPORE 328982 ,30,NIL,1.32578,103.865036,328982,JALAN TAMAN,31529.85405,34223.52411
123101, 114A PLANTATION CRESCENT PLANTATION ACRES SINGAPORE 691114 ,114A,PLANTATION ACRES,1.354473,103.734157,691114,PLANTATION CRESCENT,16964.42572,37396.43382
100577, 99 SOO CHOW WALK SOO CHOW GARDEN SINGAPORE 575384 ,99,SOO CHOW GARDEN,1.3532,103.833283,575384,SOO CHOW WALK,27996.01574,37255.5379
12302, 14 KIM TIAN ROAD KAI FOOK MANSION SINGAPORE 169250 ,14,KAI FOOK MANSION,1.284922,103.829303,169250,KIM TIAN ROAD,27553.08684,29705.65961
121793, 622 CHOA CHU KANG STREET 62 YEW TEE SQUARE SINGAPORE 680622 ,622,YEW TEE SQUARE,1.398357,103.747187,680622,CHOA CHU KANG STREET 62,18414.6835,42248.94104
53411, 38A SEA AVENUE MARINE MANSION SINGAPORE 424256 ,38A,MARINE MANSION,1.304777,103.907271,424256,SEA AVENUE,36230.2329,31901.22311
69092, 73 LUCKY HEIGHTS LUCKY COURT SINGAPORE 467624 ,73,LUCKY COURT,1.318343,103.941364,467624,LUCKY HEIGHTS,40024.40901,33401.45243
56719, 72 JOO CHIAT PLACE SINGAPORE 427789 ,72,NIL,1.313507,103.90225,427789,JOO CHIAT PLACE,35671.43434,32866.60474
83182, 45C PAYA LEBAR CRESCENT SINGAPORE 536112 ,45C,NIL,1.349848,103.882904,536112,PAYA LEBAR CRESCENT,33518.29471,36884.89521
139994, 24 JALAN ANTOI SELETAR HILLS ESTATE SINGAPORE 809409 ,24,SELETAR HILLS ESTATE,1.384966,103.874974,809409,JALAN ANTOI,32635.68682,40768.06132
120933, 42 CHESTNUT CRESCENT GREEN HILL ESTATE SINGAPORE 679400 ,42,GREEN HILL ESTATE,1.37112,103.772002,679400,CHESTNUT CRESCENT,21176.21656,39237.03351
127378, 15 WOODLANDS INDUSTRIAL PARK E8 SINGAPORE 757610 ,15,NIL,1.451692,103.801278,757610,WOODLANDS INDUSTRIAL PARK E8,24434.4258,48146.26736
138844, 51 MIMOSA WALK MIMOSA VILLAS SINGAPORE 807898 ,51,MIMOSA VILLAS,1.381335,103.860251,807898,MIMOSA WALK,30997.17746,40366.57416
100674, 53 SOO CHOW RISE SOO CHOW GARDEN SINGAPORE 575493 ,53,SOO CHOW GARDEN,1.353112,103.831403,575493,SOO CHOW RISE,27786.8084,37245.74697
61797, 278 MARINE PARADE ROAD DBS MARINE PARADE COMMUNITY CLUB SINGAPORE 449282 ,278,DBS MARINE PARADE COMMUNITY CLUB,1.304876,103.90964,449282,MARINE PARADE ROAD,36493.9033,31912.24841
88629, 7 RECREATION LANE SINGAPORE 546556 ,7,NIL,1.351248,103.874751,546556,RECREATION LANE,32610.93269,37039.68141
84962, 53 JALAN BUNGA RAMPAI OASIS GARDEN SINGAPORE 538421 ,53,OASIS GARDEN,1.338783,103.883026,538421,JALAN BUNGA RAMPAI,33531.9506,35661.3462
14169, 68 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199481 ,68,KAMPONG GLAM CONSERVATION AREA,1.300983,103.859854,199481,BUSSORAH STREET,30953.1466,31481.57489
137323, 6 TAMARIND ROAD SERENE PARK SINGAPORE 806016 ,6,SERENE PARK,1.389555,103.860969,806016,TAMARIND ROAD,31077.18068,41275.44877
139828, 27 JALAN JARAK SELETAR HILLS ESTATE SINGAPORE 809186 ,27,SELETAR HILLS ESTATE,1.382051,103.874513,809186,JALAN JARAK,32584.45601,40445.72803
123415, 281 NEO TIEW CRESCENT SINGAPORE 718901 ,281,NIL,1.441095,103.727582,718901,NEO TIEW CRESCENT,16233.15825,46974.74117
53030, 389 TELOK KURAU ROAD SAINT PATRICK'S ROW SINGAPORE 423897 ,389,SAINT PATRICK'S ROW,1.307192,103.91332,423897,TELOK KURAU ROAD,36903.37509,32168.27018
82950, 19A ROCHDALE ROAD SINGAPORE 535835 ,19A,NIL,1.343587,103.883599,535835,ROCHDALE ROAD,33595.6266,36192.60991
125745, 21 WOODGROVE AVENUE SINGAPORE 738345 ,21,NIL,1.427798,103.778145,738345,WOODGROVE AVENUE,21860.04559,45504.29198
83067, 22 PAYA LEBAR STREET SINGAPORE 535979 ,22,NIL,1.339157,103.884874,535979,PAYA LEBAR STREET,33737.56038,35702.80069
131668, 134 SPRINGSIDE AVENUE SINGAPORE 786459 ,134,NIL,1.404652,103.822263,786459,SPRINGSIDE AVENUE,26769.70517,42944.84981
54834, 27A LORONG J TELOK KURAU SINGAPORE 425809 ,27A,NIL,1.313705,103.907861,425809,LORONG J TELOK KURAU,36295.83972,32888.48571
119262, 6B GALISTAN AVENUE SINGAPORE 669700 ,6B,NIL,1.37785,103.758573,669700,GALISTAN AVENUE,19681.80778,39981.31927
106676, 5 TOH TUCK CRESCENT SINGAPORE 596912 ,5,NIL,1.338049,103.764516,596912,TOH TUCK CRESCENT,20342.95876,35580.32762
991, 15A TEMPLE STREET KRETA AYER CONSERVATION AREA SINGAPORE 058562 ,15A,KRETA AYER CONSERVATION AREA,1.282447,103.844631,58562,TEMPLE STREET,29258.9999,29431.9541
40193, 261A MACPHERSON ROAD SENNETT ESTATE SINGAPORE 348586 ,261A,SENNETT ESTATE,1.331238,103.878049,348586,MACPHERSON ROAD,32978.03221,34827.09371
80832, 837 HOUGANG CENTRAL HDB-HOUGANG SINGAPORE 530837 ,837,HDB-HOUGANG,1.36931,103.891525,530837,HOUGANG CENTRAL,34477.70368,39036.96238
89255, 25A PALM GROVE AVENUE SINGAPORE 547332 ,25A,NIL,1.359557,103.877861,547332,PALM GROVE AVENUE,32957.06618,37958.49318
2588, 81 CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069449 ,81,TELOK AYER CONSERVATION AREA,1.281805,103.845811,69449,CLUB STREET,29390.29742,29360.97132
78416, 148 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520148 ,148,HDB-TAMPINES,1.346267,103.955965,520148,SIMEI STREET 1,41649.18369,36489.21751
74656, 39 ABINGDON ROAD SINGAPORE 499943 ,39,NIL,1.367275,103.980153,499943,ABINGDON ROAD,44340.9568,38812.30239
121983, 511A CHOA CHU KANG STREET 51 MULTI STOREY CAR PARK SINGAPORE 681511 ,511A,MULTI STOREY CAR PARK,1.388591,103.741107,681511,CHOA CHU KANG STREET 51,17738.00949,41169.00429
81341, 57 UPPER SERANGOON VIEW HERON BAY SINGAPORE 534017 ,57,HERON BAY,1.376793,103.903155,534017,UPPER SERANGOON VIEW,35771.97514,39864.39193
58752, 135 CARPMAEL ROAD SINGAPORE 429881 ,135,NIL,1.310335,103.90038,429881,CARPMAEL ROAD,35463.31171,32515.80139
85530, 3 DEFU LANE 7 DEFU INDUSTRIAL ESTATE SINGAPORE 539330 ,3,DEFU INDUSTRIAL ESTATE,1.355082,103.894769,539330,DEFU LANE 7,34838.75929,37463.73965
58819, 222 CARPMAEL ROAD SINGAPORE 429948 ,222,NIL,1.30732,103.902089,429948,CARPMAEL ROAD,35653.47541,32182.39579
139421, 2 JALAN PERADUN SELETAR HILLS ESTATE SINGAPORE 808647 ,2,SELETAR HILLS ESTATE,1.383237,103.869272,808647,JALAN PERADUN,32001.12047,40576.87463
93811, 260A LORONG CHUAN BOUNDARY GARDENS SINGAPORE 556757 ,260A,BOUNDARY GARDENS,1.356208,103.868829,556757,LORONG CHUAN,31951.90491,37588.0804
32114, 23 LINDEN DRIVE RAFFLES PARK SINGAPORE 288695 ,23,RAFFLES PARK,1.331854,103.801554,288695,LINDEN DRIVE,24464.92104,34895.19785
46097, 382 GEYLANG ROAD SINGAPORE 389384 ,382,NIL,1.312799,103.881613,389384,GEYLANG ROAD,33374.72707,32788.25637
38163, 19B KIM KEAT CLOSE SINGAPORE 328930 ,19B,NIL,1.323394,103.853125,328930,KIM KEAT CLOSE,30204.27109,33959.70731
81805, 587 UPPER SERANGOON ROAD KLC INTERNATIONAL INSTITUTE SINGAPORE 534564 ,587,KLC INTERNATIONAL INSTITUTE,1.350887,103.873968,534564,UPPER SERANGOON ROAD,32523.86562,36999.76781
67194, 158 BEDOK ROAD SINGAPORE 465539 ,158,NIL,1.325813,103.952118,465539,BEDOK ROAD,41221.19834,34227.45659
44118, 27A BALAM ROAD SINGAPORE 371027 ,27A,NIL,1.330382,103.885789,371027,BALAM ROAD,33839.41487,34732.4414
77726, 1 PASIR RIS CENTRAL STREET 3 OCBC WHITE SANDS - FAIRPRICE SINGAPORE 518457 ,1,OCBC WHITE SANDS - FAIRPRICE,1.372345,103.949805,518457,PASIR RIS CENTRAL STREET 3,40963.5704,39372.7899
2795, 42A AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069868 ,42A,TELOK AYER CONSERVATION AREA,1.28052,103.847004,69868,AMOY STREET,29523.06839,29218.92119
71791, 28 EASTWOOD GREEN SINGAPORE 486474 ,28,NIL,1.322704,103.956304,486474,EASTWOOD GREEN,41687.00917,33883.70843
48414, 3025A UBI ROAD 3 KAMPONG UBI INDUSTRIAL ESTATE SINGAPORE 408654 ,3025A,KAMPONG UBI INDUSTRIAL ESTATE,1.330712,103.896456,408654,UBI ROAD 3,35026.5185,34768.93759
89183, 7 PARRY AVENUE SINGAPORE 547230 ,7,NIL,1.364076,103.877061,547230,PARRY AVENUE,32867.98321,38458.16544
50683, 2 JALAN YASIN KEMBANGAN ESTATE SINGAPORE 417960 ,2,KEMBANGAN ESTATE,1.32101,103.905839,417960,JALAN YASIN,36070.86222,33696.20532
66925, 41 CHAI CHEE STREET PPIS FAMILY SERVICE CENTRE (EAST) SINGAPORE 461041 ,41,PPIS FAMILY SERVICE CENTRE (EAST),1.327379,103.926231,461041,CHAI CHEE STREET,38340.17155,34400.53676
3056, 80 SHENTON WAY PRINCE EDWARD ROAD MRT STATION SINGAPORE 079122 ,80,PRINCE EDWARD ROAD MRT STATION (CC32),1.273157,103.847097,79122,SHENTON WAY,29533.44444,28404.75026
78510, 261 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520261 ,261,HDB-TAMPINES,1.354303,103.950966,520261,TAMPINES STREET 21,41092.76798,37377.83288
96226, 60 BRAEMAR DRIVE SINGAPORE 559463 ,60,NIL,1.361894,103.861178,559463,BRAEMAR DRIVE,31100.47056,38216.8931
112274, 10F ENTERPRISE ROAD ENTERPRISE 10 SINGAPORE 629832 ,10F,ENTERPRISE 10,1.333974,103.704084,629832,ENTERPRISE ROAD,13617.58243,35129.90664
76155, 2 LOYANG CRESCENT LOYANG INDUSTRIAL ESTATE SINGAPORE 508976 ,2,LOYANG INDUSTRIAL ESTATE,1.378164,103.975344,508976,LOYANG CRESCENT,43805.73116,40016.32534
61464, 53 BOURNEMOUTH ROAD SINGAPORE 439696 ,53,NIL,1.301558,103.89294,439696,BOURNEMOUTH ROAD,34635.3223,31545.25918
53000, 353B TELOK KURAU ROAD SINGAPORE 423875 ,353B,NIL,1.308318,103.912867,423875,TELOK KURAU ROAD,36852.98819,32292.7824
110289, 59 CORPORATION RISE LAKESIDE GROVE SINGAPORE 618373 ,59,LAKESIDE GROVE,1.339538,103.717055,618373,CORPORATION RISE,15061.0436,35745.14654
84584, 19 JALAN LEPAS CHARLTON PARK SINGAPORE 537943 ,19,CHARLTON PARK,1.355934,103.887432,537943,JALAN LEPAS,34022.16717,37557.89974
51242, 7A JALAN SAYANG DAVISVILLE SINGAPORE 418630 ,7A,DAVISVILLE,1.320231,103.915292,418630,JALAN SAYANG,37122.78785,33610.13247
11663, 110 ALEXANDRA ROAD PAT'S SCHOOLHOUSE PTE LTD SINGAPORE 159921 ,110,PAT'S SCHOOLHOUSE PTE LTD,1.291479,103.819813,159921,ALEXANDRA ROAD,26496.94039,30430.66269
37463, 11H SAINT MICHAEL'S ROAD SINGAPORE 327962 ,11H,NIL,1.325824,103.863767,327962,SAINT MICHAEL'S ROAD,31388.62582,34228.44517
115071, 482 JURONG WEST STREET 41 JURONGVILLE @ STREET 41 SINGAPORE 640482 ,482,JURONGVILLE @ STREET 41,1.347203,103.724769,640482,JURONG WEST STREET 41,15919.57912,36592.61666
38169, 23A KIM KEAT CLOSE SINGAPORE 328932 ,23A,NIL,1.3233,103.853044,328932,KIM KEAT CLOSE,30195.19491,33949.35209
41351, 8 VAUGHAN ROAD SINGAPORE 358085 ,8,NIL,1.346935,103.871277,358085,VAUGHAN ROAD,32224.31235,36562.77116
3209, 11A TEO HONG ROAD SINGAPORE 088326 ,11A,NIL,1.280155,103.840836,88326,TEO HONG ROAD,28836.67451,29178.5187
61684, 50 MARINE TERRACE MARINE PARADE DISTRICT HALL SINGAPORE 440050 ,50,MARINE PARADE DISTRICT HALL,1.305352,103.915892,440050,MARINE TERRACE,37189.61862,31964.87423
127330, 193 WAK HASSAN DRIVE WATERCOVE SINGAPORE 757562 ,193,WATERCOVE,1.461538,103.839923,757562,WAK HASSAN DRIVE,28734.9424,49234.95249
82193, 323A UPPER PAYA LEBAR ROAD SINGAPORE 534945 ,323A,NIL,1.344973,103.881585,534945,UPPER PAYA LEBAR ROAD,33371.47971,36345.8121
109203, 47 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600047 ,47,HDB-JURONG EAST,1.320126,103.739889,600047,TEBAN GARDENS ROAD,17602.1471,33598.56925
51695, 26 JALAN KECHOT KEMBANGAN ESTATE SINGAPORE 419212 ,26,KEMBANGAN ESTATE,1.322158,103.906985,419212,JALAN KECHOT,36198.37887,33823.20754
50903, 38 JALAN SENTOSA SINGAPORE 418249 ,38,NIL,1.323846,103.91745,418249,JALAN SENTOSA,37363.01748,34009.7977
61508, 6 BOSCOMBE ROAD SINGAPORE 439740 ,6,NIL,1.305873,103.895041,439740,BOSCOMBE ROAD,34869.12604,32022.4094
103017, 48 JALAN GELENGGANG SEMBAWANG HILLS ESTATE SINGAPORE 578222 ,48,SEMBAWANG HILLS ESTATE,1.374409,103.830466,578222,JALAN GELENGGANG,27682.48731,39600.6389
9060, 87 PANDAN LOOP PANDAN LOOP INDUSTRIAL ESTATE SINGAPORE 128298 ,87,PANDAN LOOP INDUSTRIAL ESTATE,1.311122,103.754931,128298,PANDAN LOOP,19276.24903,32602.8407
23522, 19 GALLOP PARK SINGAPORE 259028 ,19,NIL,1.318532,103.812431,259028,GALLOP PARK,25675.36761,33422.12313
13525, 7 FRASER STREET DUO RESIDENCES SINGAPORE 189356 ,7,DUO RESIDENCES,1.299163,103.85786,189356,FRASER STREET,30731.18941,31280.37119
17808, 8 RANGOON LANE SINGAPORE 218504 ,8,NIL,1.316339,103.85393,218504,RANGOON LANE,30293.79401,33179.59891
58353, 22 CHIKU ROAD SINGAPORE 429434 ,22,NIL,1.313484,103.905902,429434,CHIKU ROAD,36077.82627,32864.00569
124320, 557 WOODLANDS DRIVE 53 PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 556 (KN) SINGAPORE 730557 ,557,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 556 (KN),1.432587,103.796707,730557,WOODLANDS DRIVE 53,23925.74049,46033.75121
130491, 351 YISHUN AVENUE 3 YISHUN SWIMMING COMPLEX SINGAPORE 769057 ,351,YISHUN SWIMMING COMPLEX,1.423678,103.834021,769057,YISHUN AVENUE 3,28078.14637,45048.59278
93736, 11D MARLENE AVENUE MARLENE VILLE SINGAPORE 556671 ,11D,MARLENE VILLE,1.360058,103.871545,556671,MARLENE AVENUE,32254.11542,38013.90792
53589, 49 PULASAN ROAD SINGAPORE 424413 ,49,NIL,1.310572,103.907336,424413,PULASAN ROAD,36237.43029,32542.08674
90367, 3 HILLSIDE TERRACE SINGAPORE 548898 ,3,NIL,1.357253,103.877684,548898,HILLSIDE TERRACE,32937.38975,37703.69753
110123, 349 CORPORATION DRIVE HDB-TAMAN JURONG SINGAPORE 610349 ,349,HDB-TAMAN JURONG,1.339534,103.719167,610349,CORPORATION DRIVE,15296.13039,35744.69787
90095, 27 JALAN TANI SINGAPORE 548567 ,27,NIL,1.367284,103.884518,548567,JALAN TANI,33697.90732,38812.88248
115626, 560A JURONG WEST STREET 42 SPRING HAVEN @ JURONG SINGAPORE 641560 ,560A,SPRING HAVEN @ JURONG,1.353262,103.719956,641560,JURONG WEST STREET 42,15384.03649,37262.66553
34943, 27 TAN SIM BOH ROAD SINGAPORE 307717 ,27,NIL,1.325704,103.841092,307717,TAN SIM BOH ROAD,28865.06682,34215.14243
37084, 177 LORONG 7 TOA PAYOH CHEE TIAN KENG TEMPLE SINGAPORE 319318 ,177,CHEE TIAN KENG TEMPLE,1.338609,103.856476,319318,LORONG 7 TOA PAYOH,30577.16951,35642.10469
1243, 217 SOUTH BRIDGE ROAD SINGAPORE 058766 ,217,NIL,1.282954,103.845903,58766,SOUTH BRIDGE ROAD,29400.55576,29488.07709
